Level,Date and Time,Source,Event ID,Task Category,
Information,26-09-2024 13:10,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2046‎-‎12‎-‎28T09:14:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:10,Service Control Manager,7040,None,The start type of the Microsoft Defender Antivirus Boot Driver service was changed from demand start to boot start.
Information,26-09-2024 13:10,Service Control Manager,7040,None,The start type of the Microsoft Defender Antivirus Mini-Filter Driver service was changed from demand start to boot start.
Information,26-09-2024 13:10,Service Control Manager,7040,None,The start type of the Microsoft Defender Antivirus Service service was changed from demand start to auto start.
Warning,26-09-2024 13:09,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,26-09-2024 13:09,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,26-09-2024 13:08,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee-Dynamicappdownloader) service was changed from demand start to disabled.
Warning,26-09-2024 13:08,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 3 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,26-09-2024 13:08,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 5 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,26-09-2024 13:08,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 7 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,26-09-2024 13:08,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 6 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,26-09-2024 13:08,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 1 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,26-09-2024 13:08,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 4 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,26-09-2024 13:08,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 2 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Warning,26-09-2024 13:08,Microsoft-Windows-Kernel-Processor-Power,37,-7,The speed of processor 0 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Information,26-09-2024 13:08,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee-Dynamicappdownloader)
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.200.1\dad\mc-dad.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,26-09-2024 13:08,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee-Dynamicappdownloader) service was changed from demand start to disabled.
Warning,26-09-2024 13:08,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscCloudBackupProvider
 and APPID 
Unavailable
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,26-09-2024 13:08,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscCloudBackupProvider
 and APPID 
Unavailable
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,26-09-2024 13:08,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee-Dynamicappdownloader)
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.200.1\dad\mc-dad.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Warning,26-09-2024 13:08,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscCloudBackupProvider
 and APPID 
Unavailable
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Warning,26-09-2024 13:08,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container MSTeams_24231.512.3106.6573_x64__8wekyb3d8bbwe SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,26-09-2024 13:08,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscCloudBackupProvider
 and APPID 
Unavailable
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,26-09-2024 13:08,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\AppUp.IntelGraphicsExperience_8j3eq9eme6ctt\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,26-09-2024 13:08,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Warning,26-09-2024 13:08,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\McAfeeWPSSparsePackage_16.122.0.17_neutral__0j6k21vdgrmfw\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,26-09-2024 13:07,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\McAfeeWPSSparsePackage_16.122.0.17_neutral__0j6k21vdgrmfw\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\S-1-5-21-1139039245-4285067927-1271566218-1001\SystemAppData\Helium\Cache\8ba2c2d6c51f6cf2_COM15.dat was cleared updating 1 keys and creating 1 modified pages.
Information,26-09-2024 13:07,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,26-09-2024 13:07,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Warning,26-09-2024 13:07,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,26-09-2024 13:07,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,26-09-2024 13:07,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information,26-09-2024 13:07,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
WinSetupMon"
Information,26-09-2024 13:07,Microsoft-Windows-Winlogon,7001,-1101,User Logon Notification for Customer Experience Improvement Program
Information,26-09-2024 13:07,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:4740) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,26-09-2024 13:07,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:4740) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,26-09-2024 13:07,IntelHaxm,4,None,"The description for Event ID 4 from source IntelHaxm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The message resource is present but the message was not found in the message table
"
Information,26-09-2024 13:07,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:15099/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,26-09-2024 13:07,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2000‎-‎09‎-‎21T22:24:55.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2065‎-‎11‎-‎25T12:45:59.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2050‎-‎03‎-‎19T23:41:03.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2050‎-‎03‎-‎19T23:41:03.000000000Z) unloaded successfully."
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2050‎-‎03‎-‎19T23:41:03.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1988‎-‎06‎-‎14T05:06:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2060‎-‎05‎-‎05T22:51:42.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bfs' (10.0, ‎2021‎-‎05‎-‎03T11:37:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,26-09-2024 13:07,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,26-09-2024 13:07,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,26-09-2024 13:07,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,26-09-2024 13:07,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,26-09-2024 13:07,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,26-09-2024 13:07,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Warning,26-09-2024 13:07,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,26-09-2024 13:07,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: sfapm"
Warning,26-09-2024 13:07,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: schannel"
Warning,26-09-2024 13:07,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: wdigest"
Warning,26-09-2024 13:07,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: cloudap"
Warning,26-09-2024 13:07,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: pku2u"
Warning,26-09-2024 13:07,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: tspkg"
Warning,26-09-2024 13:07,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,26-09-2024 13:07,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: kerberos"
Warning,26-09-2024 13:07,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: negoexts"
Information,26-09-2024 13:07,LsaSrv,6156,None,"Virtualization Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Information,26-09-2024 13:07,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Warning,26-09-2024 13:07,Microsoft-Windows-Wininit,15,None,Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.
Information,26-09-2024 13:07,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Information,26-09-2024 13:07,RST Middleware,25,None,"Found existing Intel® Optane™ Volume. 
 Fast Drive: SCSI Port: 0, SCSI Bus: 3, SCSI Target: 0, PCIe SSD, 29260513280 bytes, INTEL HBRPEKNX0202AHO                    
 Accelerated Drive: SCSI Port: 0, SCSI Bus: 2, SCSI Target: 0, PCIe SSD, 512110190592 bytes, INTEL HBRPEKNX0202AH                     
 System Volume: true 
 Is on hybrid: true"
Information,26-09-2024 13:07,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-General,24,-11,The time zone information was refreshed with exit reason 0. Current time zone bias is -330.
Warning,26-09-2024 13:07,Microsoft-Windows-Kernel-PnP,219,-212,The driver \Driver\WUDFRd failed to load for the device {DD8E82AE-334B-49A2-AEAE-AEB0FD5C40DD}\DetectionVerification\5&10d3b6e1&0&0.
Information,26-09-2024 13:07,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,26-09-2024 13:07,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Power,521,-220,Active battery count change.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Power,105,-100,Power source change.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Power,521,-220,Active battery count change.
Error,26-09-2024 13:07,VBoxNetLwf,12,None,The driver detected an internal driver error on \Device\VBoxNetLwf.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2401
Maximum performance percentage: 100
Minimum performance percentage: 16
Minimum throttle percentage: 1"
Warning,26-09-2024 13:07,Microsoft-Windows-Kernel-PnP,219,-212,The driver \Driver\WUDFRd failed to load for the device PCI\VEN_8086&DEV_9A03&SUBSYS_87FE103C&REV_01\3&11583659&2&20.
Information,26-09-2024 13:07,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Critical,26-09-2024 13:07,Microsoft-Windows-Kernel-Power,41,-63,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Power,125,-86,"ACPI thermal zone \_TZ.TZ01 has been enumerated.             
_PSV = 372K             
_TC1 = 1             
_TC2 = 5             
_TSP = 1000ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 392K             
_HOT = 373K             
minimum throttle = 0             
_CR3 = 0K"
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1979‎-‎12‎-‎19T21:42:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'UCPD' (10.0, ‎1985‎-‎02‎-‎14T05:16:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎1983‎-‎08‎-‎19T08:28:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'mfesec' (10.0, ‎2024‎-‎08‎-‎01T21:24:58.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2086‎-‎08‎-‎04T16:50:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2079‎-‎02‎-‎27T03:33:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,26-09-2024 13:07,EventLog,6013,None,The system uptime is 8 seconds.
Information,26-09-2024 13:07,EventLog,6005,None,The Event log service was started.
Information,26-09-2024 13:07,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 22631  Multiprocessor Free.
Error,26-09-2024 13:07,EventLog,6008,None,The previous system shutdown at 10:56:29 PM on ‎9/‎25/‎2024 was unexpected.
Information,26-09-2024 13:07,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-General,20,-6,"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Boot,30,-21,The firmware reported boot metrics.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Boot,27,-33,The boot type was 0x0.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Boot,25,-32,The boot menu policy was 0x1.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Boot,238,-101,EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2024‎-‎09‎-‎26T13:07:28.000000000Z.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Boot,20,-31,The last shutdown's success status was true. The last boot's success status was true.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Boot,32,-58,The bootmgr spent 0 ms waiting for user input.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Boot,18,-57,There are 0x1 boot options on this system.
